"airport_name","city","country","IATA","ICAO","region"
"Yuba County Airport","Yuba City","United States","MYV","KMYV","America/Los_Angeles"
"Stockholm Cruise Port","Stockholm","Sweden","STO",NA,"Europe/Stockholm"
"Helsingborg Cruise Port","Helsingborg","Sweden","JHE",NA,"Europe/Stockholm"
"Phillip Island Cruise Port","Phillip Island","Australia",NA,"YPID","Australia/Hobart"
"Halliburton Field Airport","Duncan","United States","DUC","KDUC","America/Chicago"
"Port Authority Bus Terminal","New York","United States",NA,"NYPA","America/New_York"
"Helsinki Cruise Port","Helsinki","Finland",NA,"HELC","Europe/Helsinki"
"Chinle Municipal Airport","Chinle","United States","E91",NA,"America/Denver"
"Garner Field","Uvalde","United States","UVA","KUVA","America/Chicago"
"Lewis University Airport","Lockport","United States","LOT","KLOT","America/Chicago"
"Frasca Field","Urbana","United States","C16",NA,"America/Chicago"
"Buchanan Field Airport","Concord","United States","CCR","KCCR","America/Los_Angeles"
"Key Largo","Ocean Reef Club Airport","United States","OCA","07FA","America/New_York"
"Polygone","Strasbourg Neudorf","France",NA,"LFGC","Europe/Paris"
"Nannhausen","Nannhausen","Germany",NA,"EDRN","Europe/Berlin"
"Yushu Batang","Yushu","China","YUS","ZLYS","Asia/Chongqing"
"Playon Chico","Playon Chico","Panama","PYC",NA,"America/Panama"
"Ustupo","Ustupo","Panama","UTU",NA,"America/Panama"
"Mamitupo","Mamitupo","Panama","MPU",NA,"America/Panama"
"Huai An Lianshui Airport","Huai An","China","HIA","ZSSH","Asia/Chongqing"
"El Porvenir","El Porvenir","Panama","PVE",NA,"America/Panama"
"Oshawa Airport","Oshawa","Canada","YOO","CYOO","America/Toronto"
"Marl-Loemuehle Airport","Recklinghausen","Germany",NA,"EDLM","Europe/Berlin"
"Farila Air Base","Farila","Sweden",NA,"ESNF","Europe/Stockholm"
"Lahr Airport","Lahr","Germany","LHA","EDTL","Europe/Berlin"
"Monywa Airport","Monywa","Burma",NA,"VYMY","Asia/Rangoon"
"Ohio University Airport","Athens","United States",NA,"KUNI","America/New_York"
"Springfield-Beckly Municipal Airport","Springfield","United States","SGH","KSGH","America/New_York"
"Sun Island Airport","South Aari Atoll","Maldives","MSI","SIAM","Indian/Maldives"
"Fes Sefrou Airport","Fes","Morocco",NA,"GMFU","Africa/Casablanca"
"Herrera International Airport","Santo Domingo","Dominican Republic","HEX","MDHE","America/Santo_Domingo"
"Cooinda","Cooinda","Australia","CDA","YCOO","Australia/Darwin"
"Jabiru","Jabiru","Australia","JAB","YJAB","Australia/Darwin"
"Pitt Island Airport","Pitt Island","New Zealand",NA,"PITT","Pacific/Chatham"
"Regensburg-Oberhub Airport","Regensburg","Germany",NA,"EDNR","Europe/Berlin"
"Regensburg HBF","Regensburg","Germany","RGB","REGE","Europe/Berlin"
"Treuchtlingen BF","Treuchtlingen","Germany","TLG","TREU","Europe/Berlin"
"Miami Seaplane Base","Miami","United States","MPB",NA,"America/New_York"
"Hastings Airport","Freetown","Sierra Leone","HGS","GFHA","Africa/Freetown"
"Philip Billard Muni","Topeka","United States","TOP","KTOP","America/Chicago"
"Emporia Municipal Airport","Emporia","United States","EMP",NA,"America/Chicago"
"Benson Airstrip","Uvalde","United States",NA,"2XS8","America/Chicago"
"Rough River State Park","Null","United States",NA,"K2I3","America/Chicago"
"Smyrna Airport","Smyrna","United States",NA,"KMQY","America/Chicago"
"Franklin County Airport","Sewanee","United States",NA,"KUOS","America/Chicago"
"Gunsa","Shiquanhe","China","NGQ","ZUAL","Asia/Chongqing"
"Magdeburg-Cochstedt","Cochstedt","Germany","CSO","EDBC","Europe/Berlin"
"Wurzburg HBF","Wurzburg","Germany","WZB","WURZ","Europe/Berlin"
"Collin County Regional Airport at Mc Kinney","DALLAS","United States","TKI","KTKI","America/Chicago"
"Chicago Executive","Chicago-Wheeling","United States","PWK","KPWK","America/Chicago"
"Kelso Longview","Kelso","United States","KLS","KKLS","America/Los_Angeles"
"Letiste Benesov","Benesov","Czech Republic",NA,"LKBE","Europe/Prague"
"Put-in-Bay Airport","Put-in-Bay","United States","3W2",NA,"America/New_York"
"Bougouni","Bougouni","Mali",NA,"GABG","Africa/Bamako"
"Tureia Airport","Tureia","French Polynesia","ZTA","NTGY","\N"
"Ice Runway-McMurdo Sstation","Ross Island","Antarctica",NA,"NZIR","Antarctica/South_Pole"
"Keekorok","Keekorok","Kenya",NA,"HKKE","Africa/Nairobi"
"Jefferson County Intl","Port Townsend","United States","TWD",NA,"America/Los_Angeles"
"Lynden Airport","Lynden","United States","38W",NA,"America/Los_Angeles"
"Jefferson County Intl","Port Townsend","United States","0S9",NA,"America/Los_Angeles"
"Puerto Obaldia","Puerto Obaldia","Panama","PUE","MPOA","America/Panama"
"Kerch Intl","Kerch","Ukraine","KHC","UKFK","Europe/Kiev"
"Boston South Station","Boston","United States",NA,"BOST","America/New_York"
"Train Station","Ottawa","Canada","XDS",NA,"America/Toronto"
"Train Station","Belleville","Canada","XVV",NA,"America/Toronto"
"Train Station","Edmonton","Canada","XZL",NA,"America/Edmonton"
"Train Station","Richmond","United States","ZRD",NA,"America/New_York"
"Sentral","Kuala Lumpur","Malaysia","XKL",NA,"Asia/Kuala_Lumpur"
"Train Station","Churchill","Canada","XAD",NA,"America/Winnipeg"
"Train Station","Winnipeg","Canada","XEF",NA,"America/Winnipeg"
"Ukunda Airport","Ukunda","Kenya","UKA","HKUK","Africa/Nairobi"
"Wilmington Airborne Airpark","Wilmington","United States","ILN","KILN","America/New_York"
"Marana Regional","Tucson","United States","AVW","KAVQ","America/Phoenix"
"Casa Grande Municipal Airport","Casa Grande","United States","CGZ","KCGZ","America/Phoenix"
"Mobile","Mobile","United States",NA,"1AZ0","America/Phoenix"
"Buckeye Municipal Airport","Buckeye","United States","BXK","KBXK","America/Phoenix"
"Gila Bend Municipal Airport","Gila Bend","United States","E63","KE63","America/Phoenix"
"McMinn Co","Athens","United States","MMI","KMMI","America/New_York"
"Sterling Municipal Airport","Sterling","United States","STK","KSTK","America/Denver"
"Rawlins Municipal Airport-Harvey Field","Rawlins","United States","RWL","KFWL","America/Denver"
"Mackenzie Airport","Mackenzie British Columbia","Canada","YZY","CYZY","America/Vancouver"
"Caldwell Essex County Airport","Caldwell","United States","CDW","KCDW","America/New_York"
"Lee C Fine Memorial Airport","Kaiser Lake Ozark","United States","AIZ","KAIZ","America/Chicago"
"Big Bear City","Big Bear","United States","L35",NA,"America/Los_Angeles"
"KIEV  INTERNATIONAL AIRPORT","KIEV","Ukraine","KIP","KIEV","Europe/Kiev"
"Bamberg BF","Bamberg","Germany","BAM","BAMB","Europe/Berlin"
"Ingolstadt BF","Ingolstadt","Germany","IGS","INGS","Europe/Berlin"
"Thomasville Regional Airport","Thomasville","United States","TVI","KTVI","America/New_York"
"Henderson Executive Airport","Henderson","United States","HSH","KHND","America/Los_Angeles"
"Gostomel Antonov","Kiev","Ukraine","GML","UKKM","Europe/Kiev"
"Henry Tift Myers Airport","Tifton","United States","TMA","KTMA","America/New_York"
"Landshut Ellermuehle","Landshut","Germany",NA,"EDML","Europe/Berlin"
"Itzehoe-Hungriger Wolf Airport","Itzehoe","Germany",NA,"EDHF","Europe/Berlin"
"Frankfurt-Main Hauptbahnhof","Frankfurt","Germany","ZRB",NA,"Europe/Berlin"
"Praha hlavni nadrazi","Prague","Czech Republic","XYG",NA,"Europe/Prague"
"St Pancras Railway Station","London","United Kingdom","QQS",NA,"Europe/London"
"Ulusaba Airstrip","Ulusaba","Namibia","ULX",NA,"Africa/Johannesburg"
"RADOM","RADOM","Poland","QXR","EPRA","Europe/Warsaw"
"Deer Valley Municipal Airport","Phoenix ","United States","DVT","KDVT","Asia/Chongqing"
"Calgary Springbank Airport","Calgary","Canada","YBW","CYBW","America/Edmonton"
"Golden Airport","Golden","Canada","YGE","CYGE","America/Edmonton"
"Revelstoke Airport","Revelstoke","Canada","YRV","CYRV","America/Vancouver"
"Republic Airport","Farmingdale","United States",NA,"KFRG","America/New_York"
"Allstedt","Allstedt","Germany",NA,"EDBT","Europe/Berlin"
"Glindbruchkippe","Peine","Germany",NA,"KIPP","Europe/Berlin"
"General Freire","Curico","Chile",NA,"SCIC","America/Santiago"
"Peine-Eddesse Airport","Peine","Germany",NA,"EDVP","Europe/Berlin"
"Tula","Tula","Russia","TYA",NA,"Europe/Moscow"
"Hondo Municipal Airport","Hondo","United States","HDO","KHDO","America/Chicago"
"Zhongwei Xiangshan Airport","Zhongwei","China","ZHY","ZLZW","Asia/Chongqing"
"McKinley National Park Airport","McKinley Park","United States","MCL","PAIN","America/Anchorage"
"Lake Hood Seaplane Base","Anchorage","United States","LHD","PALH","America/Anchorage"
"Prospect Creek Airport","Prospect Creek","United States","PPC","PAPR","America/Anchorage"
"Khwai River Lodge","Khwai River","Botswana","KHW","FBKR","Africa/Gaborone"
"Spremberg-Welzow Airport","Welzow","Germany",NA,"EDCY","Europe/Berlin"
"Taichung Airport","Taichung","Taiwan","TXG","RCLG","Asia/Taipei"
"Columbia County","Hudson NY","United States","HCC",NA,"America/New_York"
"Wheeling Ohio County Airport","Wheeling","United States","HLG",NA,"America/New_York"
"Fitzgerald Municipal Airport","Fitzgerald","United States","FZG","KFZG","America/New_York"
"Perry-Foley Airport","Perry","United States","40J",NA,"America/New_York"
"Cairo-Grady County Airport","Cairo","United States","70J",NA,"America/New_York"
"Samsun ","Samsun","Turkey","SSX",NA,"Europe/Istanbul"
"Ye","Ye","Burma","XYE","VYYE","Asia/Rangoon"
"Isla San Felix","Isla San Felix","Chile",NA,"SCFX","America/Santiago"
"Kingston Train Station","Kingston","Canada","XEG","KGST","America/Toronto"
"Dorval Railway Station","Dorval","Canada","XAX",NA,"America/Toronto"
"Brockville Megabus Stop","Brockville","Canada",NA,"BRKM","America/Toronto"
"Brockville VIA Station","Brockville","Canada",NA,"BRKV","America/Toronto"
"Shaybah airport","Shaybah","Saudi Arabia",NA,"OESB","Asia/Riyadh"
"Dubai Al Maktoum","Dubai","United Arab Emirates","DWC","OMDW","Asia/Dubai"
"Aransas County Airport","Rockport","United States","RKP","KRKP","America/Chicago"
"Bandanaira Airport","Bandanaira-Naira Island","Indonesia","NDA",NA,"\N"
"Megeve Airport","Verdun","France","MVV","LFHM","Europe/Paris"
"Meribel Airport","Ajaccio","France","MFX","LFKX","Europe/Paris"
"Tianyang","Baise","China","AEB",NA,"Asia/Chongqing"
"Okaukuejo Airport","Okaukuejo","Namibia","OKF","FYOO","Africa/Windhoek"
"Mokuti Lodge Airport","Mokuti Lodge","Namibia","OKU","FYMO","Africa/Windhoek"
"Rotenburg Wuemme Airport","Rotenburg Wuemme","Germany",NA,"EDXQ","Europe/Berlin"
"Wipperfuerth-Neye Airport","Wipperfuerth","Germany",NA,"EDKN","Europe/Berlin"
"Osnabrueck-Atterheide Airport","Osnabrueck","Germany",NA,"EDWO","Europe/Berlin"
"Ballenstedt Airport","Ballenstedt","Germany",NA,"EDCB","Europe/Berlin"
"Hartenholm Airport","Hasenmoor","Germany",NA,"EDHM","Europe/Berlin"
"Ganderkesee Atlas Airfield Airport","Ganderkesee","Germany",NA,"EDWQ","Europe/Berlin"
"Nienburg-Holzbalge Airport","Nienburg Weser","Germany",NA,"EDXI","Europe/Berlin"
"Damme Airport","Damme","Germany",NA,"EDWC","Europe/Berlin"
"Borkenberge Airport","Duelmen","Germany",NA,"EDLB","Europe/Berlin"
"Obermehler-Schlotheim Airport","Obermehler","Germany",NA,"EDCO","Europe/Berlin"
"Hodenhagen Airport","Hodenhagen","Germany",NA,"EDVH","Europe/Berlin"
"Grube Airport","Grube","Germany",NA,"EDHB","Europe/Berlin"
"Toender Airport","Toender","Denmark",NA,"EKTD","Europe/Copenhagen"
"Celle-Arloh Airport","Celle","Germany",NA,"EDVC","Europe/Berlin"
"Uelzen Airport","Uelzen","Germany",NA,"EDVU","Europe/Berlin"
"Hamm-Lippewiesen Airport","Hamm","Germany",NA,"EDLH","Europe/Berlin"
"Luesse Airport","Luesse","Germany",NA,"EDOJ","Europe/Berlin"
"Porta Westfalica Airport","Bad Oeynhausen","Germany",NA,"EDVY","Europe/Berlin"
"Brilon Hochsauerlandkreis Airport","Brilon","Germany",NA,"EDKO","Europe/Berlin"
"Hameln Pyrmont Airport","Bad Pyrmont","Germany",NA,"EDVW","Europe/Berlin"
"Nordholz Spieka Airport","Cuxhaven","Germany",NA,"EDXN","Europe/Berlin"
"Koethen Airport","Koethen","Germany",NA,"EDCK","Europe/Berlin"
"St. Michaelisdonn Airport","Sankt Michaelisdonn","Germany",NA,"EDXM","Europe/Berlin"
"Salzgitter Druette Airport","Salzgitter","Germany",NA,"EDVS","Europe/Berlin"
"Karlshoefen Airport","Karlshoefen","Germany",NA,"EDWK","Europe/Berlin"
"Oldenburg Hatten Airport","Oldenburg","Germany",NA,"EDWH","Europe/Berlin"
"Rinteln Airport","Rinteln","Germany",NA,"EDVR","Europe/Berlin"
"Muenster-Telgte Airport","Muenster","Germany",NA,"EDLT","Europe/Berlin"
"St. Peter-Ording Airport","Sankt Peter-Ording","Germany","PSH","EDXO","Europe/Berlin"
"Luechow-Rehbeck Airport","Luechow","Germany",NA,"EDHC","Europe/Berlin"
"Klietz-Scharlibbe Airport","Scharlibbe","Germany",NA,"EDCL","Europe/Berlin"
"Burg Airport","Burg","Germany",NA,"EDBG","Europe/Berlin"
"Crisp County Cordele Airport","Cordele","United States","CKF","KCKF","America/New_York"
"Ormond Beach municipal Airport","Ormond Beach","United States","OMN","KOMN","America/New_York"
"Bad Neuenahr-Ahrweiler Airport","Bad Neuenahr","Germany",NA,"EDRA","Europe/Berlin"
"Bad Duerkheim Airport","Bad Duerkheim","Germany",NA,"EDRF","Europe/Berlin"
"Portland Troutdale","Troutdale","United States","TTD","KTTD","America/Los_Angeles"
"Portland Hillsboro","Hillsboro","United States","HIO","KHIO","America/Los_Angeles"
"One Police Plaza Heliport","New York","United States",NA,"NK39","America/New_York"
"Leverkusen Airport","Leverkusen","Germany",NA,"EDKL","Europe/Berlin"
"Suwannee County Airport","Live Oak","United States","24J",NA,"America/New_York"
"Wershofen Eifel","Wershofen","Germany",NA,"EDRV","Europe/Berlin"
"FOB Salerno","Khost","Afghanistan","KHT","OAKS","Asia/Kabul"
"NAYPYITAW","NAYPYITAW","Burma","NYT","VYNT","Asia/Rangoon"
"Bend Municipal Airport","Bend","United States",NA,"KBDN","America/Los_Angeles"
"Christmas Valley Airport","Christmas Valley","United States",NA,"K62S","America/Los_Angeles"
"Burns Municipal Airport","Burns","United States",NA,"KBNO","America/Los_Angeles"
"Prineville Airport","Prineville","United States",NA,"KS39","America/Los_Angeles"
"Red Bluff Municipal Airport","Red Bluff","United States",NA,"KRBL","America/Los_Angeles"
"Gnoss Field Airport","Novato","United States",NA,"KDVO","America/Los_Angeles"
"Lake County Airport","Lakeview","United States",NA,"KLKV","America/Los_Angeles"
"Tillamook Airport","Tillamook","United States",NA,"KTMK","America/Los_Angeles"
"Ontario Municipal Airport","Ontario","United States",NA,"KONO","America/Denver"
"Columbia Gorge Regional - The Dalles Municipal Airport","The Dalles","United States",NA,"KDLS","America/Los_Angeles"
"Montgomery County Airpark","Gaithersburg","United States","GAI","KGAI","America/New_York"
"Sharona","Sharona","Afghanistan","AZ3","OASA","Asia/Kabul"
"Pembroke Airport","Pembroke","Canada","YTA","CYTA","America/Toronto"
"Tsumeb Airport","Tsumeb","Namibia","TSB","FYTM","Africa/Windhoek"
"Suffield Heliport","Suffield","Canada","YSD","CYSD","America/Edmonton"
"Aeroporto Blumenau","BLUMENAU","Brazil","BNU","SSBL","America/Sao_Paulo"
"Aeroclub Mures","Targu Mures","Romania",NA,"LRMS","Europe/Bucharest"
"Aeroclub Sibiu","Sibiu","Romania","SIB",NA,"Europe/Bucharest"
"Bolshoe Gryzlovo","Stupino","Russia",NA,"UUDG","Europe/Moscow"
"Aeroclub Cioca","Timisoara","Romania","CIO","LRT2","Europe/Bucharest"
"Cleveland Clinic","Cleveland","United States",NA,"CCLN","America/New_York"
"Charlevoix Municipal Airport","Charelvoix","United States","CVX","KCVX","America/New_York"
"Quincy Municipal Airport","Quincy","United States","2J9",NA,"America/New_York"
"Pferdsfeld","Pferdsfeld","Germany",NA,"ETSP","Europe/Berlin"
"Mykines Heliport","Mykines","Faroe Islands",NA,"EKMS","Atlantic/Faeroe"
"Roche Harbor Seaplane Base","Roche Harbor","United States","RCE",NA,"America/Los_Angeles"
"Blakely Island Airport","Blakely Island","United States","BYW",NA,"America/Los_Angeles"
"Rosario Seaplane Base","Rosario","United States","RSJ",NA,"America/Los_Angeles"
"Westsound Seaplane Base","Westsound","United States","WSX",NA,"America/Los_Angeles"
"Friday Harbor Seaplane Base","Friday Harbor","United States","FBS",NA,"America/Los_Angeles"
"Big Bay Water Aerodrome","Big Bay","Canada","YRR",NA,"America/Vancouver"
"Furnace Creek","Death Valley National Park","United States","L06",NA,"America/Los_Angeles"
"Cornwall Regional Airport","Cornwall","Canada","YCC","CYCC","America/Toronto"
"Seppe","Bosschenhoofd","Netherlands",NA,"EHSE","Europe/Brussels"
"St.Stephan","St.Stephan","Switzerland",NA,"LSTS","Europe/Zurich"
"Zona da Mata Regional Airport","Juiz de Fora","Brazil","IZA","SDZY","America/Sao_Paulo"
"Aeroclub Ghimbav","Brasov","Romania",NA,"LRBG","Europe/Bucharest"
"Flagler County Airport","Flagler","United States","XFL","KXFL","America/New_York"
"Aeroclub Deva","Deva","Romania","DVA",NA,"Europe/Bucharest"
"Aeroclub Cluj","Dezmir","Romania","DZM",NA,"Europe/Bucharest"
"Morrisville Stowe State Airport","Morrisville","United States","MVL","KMVL","America/New_York"
"Dallas Executive Airport","Dallas","United States","RBD","KRBD","America/Chicago"
"Como Water AD","Como","Italy",NA,"LILY","Europe/Rome"
"Welke Airport","Beaver Island","United States","6Y8",NA,"America/New_York"
"Krainiy","Baikonur","Kazakhstan",NA,"UAOL","Asia/Qyzylorda"
"MOW","Moscow","Russia","MOW",NA,"Europe/Moscow"
"Westerly State Airport","Washington County","United States","WST","KWST","America/New_York"
"Block Island State Airport","Block Island","United States","BID","KBID","America/New_York"
"Atmautluak Airport","Atmautluak","United States","369",NA,"America/Anchorage"
"Nightmute Airport","Nightmute","United States","NME","PAGT","America/Anchorage"
"Toksook Bay Airport","Toksook Bay","United States","OOK","PAOO","America/Anchorage"
"Tununak Airport","Tununak","United States","TNK",NA,"America/Anchorage"
"Goodnews Airport","Goodnews Bay","United States","GNU",NA,"America/Anchorage"
"Newtok Airport","Newtok","United States","WWT",NA,"America/Anchorage"
"Achutupo Airport","Achutupo","Panama","ACU",NA,"America/Panama"
"Tubuala Airport","Tubuala","Panama","TUW",NA,"America/Panama"
"Garachine Airport","Garachine","Panama","GHE",NA,"America/Panama"
"Mulatupo Airport","Mulatupo","Panama","MPP",NA,"America/Panama"
"Ittoqqortoormiit Heliport","Ittoqqortoormiit","Greenland","OBY","BGSC","America/Scoresbysund"
"Vinnitsa","Vinnitsa","Ukraine","VIN","UKWW","Europe/Kiev"
"Angers St Laud","Angers","France","QXG",NA,"Europe/Paris"
"Decatur County Industrial Air Park","Bainbridge","United States","BGE","KBGE","America/New_York"
"La Romaine Airport","La Romaine","Canada",NA,"CTT5","America/Blanc-Sablon"
"Kegaska Airport","Kegaska","Canada","ZKG","CTK6","America/Blanc-Sablon"
"Black Tickle Airport","Black Tickle","Canada","YBI","CCE4","America/Halifax"
"Silver Springs Airport","Silver Springs","United States","SPZ","KSPZ","America/Los_Angeles"
"Whiteman Airport","Los Angeles","United States","WHP","KWHP","America/Los_Angeles"
"Madera Municipal Airport","Madera","United States","MAE","KMAE","America/Los_Angeles"
"Mountain Home Municipal Airport","Mountain Home","United States","U76",NA,"America/Denver"
"Trail Airport","Trail","Canada","YZZ","CAD4","America/Vancouver"
"Victoria Airport Water Aerodrome","Patricia Bay","Canada",NA,"CAP5","America/Vancouver"
"Arctic Bay Airport","Arctic Bay","Canada","YAB","CJX7","America/Winnipeg"
"Hope Bay Aerodrome","Hope Bay","Canada",NA,"CHB3","America/Edmonton"
"Hector Silva Airstrip","Belmopan","Belize","BCV",NA,"America/Belize"
"Grand-Santi Airport","Grand-Santi","French Guiana",NA,"SOGS","America/Cayenne"
"Maripasoula Airport","Maripasoula","French Guiana","MPY","SOOA","America/Cayenne"
"Saint-Laurent-du-Maroni Airport","Saint-Laurent-du-Maroni","French Guiana","LDX","SOOM","America/Cayenne"
"Cayana Airstrip","Cayana","Suriname","AAJ",NA,"America/Paramaribo"
"Laduani Airstrip","Laduani","Suriname","LDO",NA,"America/Paramaribo"
"Kanas Airport","Burqin","China","KJI","ZWKN","Asia/Chongqing"
"Capurgana Airport","Capurgana","Colombia","CPB","SKCA","America/Bogota"
